specialty,provider_type,geographic_region,n_orgs,n_incumbents,tcc_p25,tcc_p50,tcc_p75,tcc_p90,wrvu_p25,wrvu_p50,wrvu_p75,wrvu_p90,cf_p25,cf_p50,cf_p75,cf_p90
Dermatology,Chief of Surgery,West,68,39,1014370,1127079,1239787,1352494,2573,2859,3145,3431,92,103,113,122
Emergency Medicine,Staff Physician,National,66,750,646255,718061,789866,861673,7686,8541,9395,10249,52,58,63,69
Emergency Medicine,Staff Physician,Northeast,114,758,691492,768325,845157,921990,7686,8541,9395,10249,52,58,63,69
Emergency Medicine,Staff Physician,North Central,57,1399,613942,682158,750373,818589,7686,8541,9395,10249,52,58,63,69
Emergency Medicine,Staff Physician,South,112,1339,626867,696519,766170,835822,7686,8541,9395,10249,52,58,63,69
Emergency Medicine,Staff Physician,West,94,1020,710880,789867,868853,947840,7686,8541,9395,10249,52,58,63,69
Emergency Medicine,Program Director,National,34,67,762580,847312,932042,1016774,4614,5127,5640,6152,66,74,80,88
Emergency Medicine,Program Director,Northeast,35,49,815961,906624,997285,1087948,6045,6717,7389,8061,59,66,72,79
Emergency Medicine,Program Director,North Central,49,185,724451,804946,885440,965935,5670,6301,6931,7561,64,71,77,85
Emergency Medicine,Program Director,South,48,193,739703,821893,904081,986270,5628,6254,6880,7505,59,66,71,78
Emergency Medicine,Program Director,West,40,140,838839,932043,1025246,1118451,5609,6233,6856,7480,65,73,79,86
Emergency Medicine,Division Chief,National,51,150,827206,919118,1011029,1102941,6096,6775,7452,8130,60,67,72,79
Emergency Medicine,Division Chief,Northeast,42,75,885110,983456,1081801,1180147,5552,6170,6787,7404,57,64,69,76
Emergency Medicine,Division Chief,North Central,31,190,785846,873162,960477,1047794,5546,6163,6779,7395,70,78,85,93
Emergency Medicine,Division Chief,South,48,71,802390,891545,980698,1069853,5374,5972,6569,7167,66,74,80,88
Emergency Medicine,Division Chief,West,79,56,909927,1011030,1112132,1213235,5544,6160,6777,7393,65,73,79,87
Emergency Medicine,Department Chair,National,31,168,904757,1005285,1105813,1206342,6729,7477,8225,8973,70,78,85,93
Emergency Medicine,Department Chair,Northeast,30,20,968090,1075655,1183220,1290786,5199,5778,6356,6933,65,72,78,86
Emergency Medicine,Department Chair,North Central,57,76,859519,955021,1050522,1146025,6905,7674,8441,9208,67,75,82,89
Emergency Medicine,Department Chair,South,57,63,877614,975127,1072638,1170152,5554,6172,6789,7406,62,69,75,83
Emergency Medicine,Department Chair,West,71,61,995232,1105814,1216394,1326976,5024,5583,6142,6700,64,72,78,86
Emergency Medicine,Chief of Surgery,National,65,136,937069,1041189,1145306,1249425,5725,6362,6998,7635,61,68,74,81
Emergency Medicine,Chief of Surgery,Northeast,69,119,1002664,1114072,1225478,1336885,6098,6776,7453,8131,66,74,80,88
Emergency Medicine,Chief of Surgery,North Central,68,159,890216,989129,1088041,1186954,4901,5446,5991,6535,57,64,69,76
Emergency Medicine,Chief of Surgery,South,56,175,908957,1009953,1110947,1211943,5925,6584,7243,7901,72,80,87,95
Emergency Medicine,Chief of Surgery,West,55,50,1030776,1145307,1259837,1374368,6802,7558,8314,9070,66,74,81,88
Endocrinology,Staff Physician,National,121,177,549923,611027,672130,733232,6381,7091,7800,8509,63,71,78,85
Endocrinology,Staff Physician,Northeast,145,1181,588418,653799,719179,784559,6381,7091,7800,8509,63,71,78,85
Endocrinology,Staff Physician,North Central,103,1094,522427,580476,638523,696571,6381,7091,7800,8509,63,71,78,85
Endocrinology,Staff Physician,South,111,1040,533426,592696,651966,711235,6381,7091,7800,8509,63,71,78,85
Endocrinology,Staff Physician,West,106,1162,604916,672130,739343,806556,6381,7091,7800,8509,63,71,78,85
Endocrinology,Program Director,National,59,48,648910,721012,793113,865214,4439,4933,5426,5919,71,80,88,96
Endocrinology,Program Director,Northeast,39,111,694333,771483,848631,925779,3944,4383,4822,5260,72,82,90,98
Endocrinology,Program Director,North Central,69,32,616464,684961,753457,821954,5331,5924,6516,7108,86,97,107,116
Endocrinology,Program Director,South,52,164,629442,699382,769320,839258,5308,5898,6488,7078,83,93,102,112
Endocrinology,Program Director,West,75,160,713801,793113,872424,951736,4103,4560,5016,5472,80,91,99,108
Endocrinology,Division Chief,National,44,75,703902,782115,860326,938538,4852,5392,5931,6470,84,95,105,114
Endocrinology,Division Chief,Northeast,71,105,753175,836863,920549,1004235,5189,5767,6343,6920,87,98,107,117
Endocrinology,Division Chief,North Central,44,142,668707,743009,817310,891611,5595,6218,6840,7461,70,79,87,95
Endocrinology,Division Chief,South,39,146,682785,758651,834516,910381,5371,5968,6565,7162,79,89,98,107
Endocrinology,Division Chief,West,73,68,774292,860326,946359,1032391,4769,5300,5829,6359,79,89,98,107
Endocrinology,Department Chair,National,33,192,769893,855438,940982,1026525,5353,5949,6544,7138,76,86,95,103
Endocrinology,Department Chair,Northeast,39,184,823785,915319,1006851,1098382,4956,5507,6058,6609,70,79,86,94
Endocrinology,Department Chair,North Central,76,173,731398,812666,893933,975199,5619,6244,6868,7493,85,96,105,115
Endocrinology,Department Chair,South,38,107,746796,829775,912752,995730,5736,6374,7012,7649,82,92,102,111
Endocrinology,Department Chair,West,69,60,846882,940982,1035080,1129178,5321,5913,6504,7096,83,93,102,112
Endocrinology,Chief of Surgery,National,39,33,797389,885989,974588,1063187,5557,6176,6793,7411,85,96,106,115
Endocrinology,Chief of Surgery,Northeast,48,150,853206,948009,1042810,1137610,4677,5198,5717,6237,73,82,90,98
Endocrinology,Chief of Surgery,North Central,71,131,757520,841690,925859,1010028,3830,4257,4682,5108,86,97,107,116
Endocrinology,Chief of Surgery,South,67,197,773467,859410,945351,1031292,4197,4664,5131,5597,76,85,94,102
Endocrinology,Chief of Surgery,West,60,128,877128,974588,1072047,1169506,5675,6307,6937,7568,71,80,88,96
Gastroenterology,Staff Physician,National,73,1128,435843,484271,532698,581125,1947,2164,2380,2596,44,49,53,58
Gastroenterology,Staff Physician,Northeast,144,321,466352,518170,569987,621804,1947,2164,2380,2596,44,49,53,58
Gastroenterology,Staff Physician,North Central,50,706,414051,460057,506063,552069,1947,2164,2380,2596,44,49,53,58
Gastroenterology,Staff Physician,South,139,1255,422768,469743,516717,563691,1947,2164,2380,2596,44,49,53,58
Gastroenterology,Staff Physician,West,81,1243,479427,532698,585968,639238,1947,2164,2380,2596,44,49,53,58
Gastroenterology,Program Director,National,58,54,514295,571440,628584,685728,1381,1535,1689,1842,60,67,72,79
Gastroenterology,Program Director,Northeast,71,52,550295,611441,672585,733729,1374,1528,1680,1833,53,59,64,70
Gastroenterology,Program Director,North Central,42,35,488580,542868,597155,651441,1728,1920,2112,2304,53,59,64,71
Gastroenterology,Program Director,South,74,116,498866,554297,609726,665156,1502,1670,1836,2003,59,66,71,78
Gastroenterology,Program Director,West,44,68,565724,628584,691442,754301,1663,1848,2033,2217,59,65,71,78
Gastroenterology,Division Chief,National,50,178,557879,619867,681854,743840,1565,1739,1913,2086,50,56,60,66
Gastroenterology,Division Chief,Northeast,56,43,596931,663258,729584,795909,1287,1430,1573,1716,60,66,72,79
Gastroenterology,Division Chief,North Central,50,23,529985,588874,647761,706648,1718,1910,2100,2291,59,66,71,78
Gastroenterology,Division Chief,South,74,79,541143,601271,661398,721525,1562,1736,1909,2082,51,57,62,68
Gastroenterology,Division Chief,West,74,67,613667,681854,750039,818224,1491,1657,1822,1988,61,68,73,80
Gastroenterology,Department Chair,National,35,189,610180,677980,745778,813575,1453,1615,1776,1938,53,59,64,70
Gastroenterology,Department Chair,Northeast,33,116,652893,725438,797982,870526,1186,1319,1450,1582,52,58,63,69
Gastroenterology,Department Chair,North Central,32,153,579671,644081,708489,772897,1416,1573,1731,1888,53,59,64,70
Gastroenterology,Department Chair,South,34,189,591875,657640,723404,789168,1259,1399,1539,1678,52,58,63,69
Gastroenterology,Department Chair,West,70,152,671198,745778,820355,894933,1374,1527,1679,1832,54,60,65,71
Gastroenterology,Chief of Surgery,National,47,29,631973,702193,772412,842632,1387,1542,1696,1850,51,56,61,67
Gastroenterology,Chief of Surgery,Northeast,30,73,676211,751347,826481,901616,1516,1685,1853,2021,56,62,67,73
Gastroenterology,Chief of Surgery,North Central,51,111,600374,667084,733792,800500,1362,1514,1665,1816,48,54,59,64
Gastroenterology,Chief of Surgery,South,50,182,613013,681127,749240,817353,1521,1690,1859,2028,50,56,61,67
Gastroenterology,Chief of Surgery,West,48,79,695170,772413,849654,926895,1634,1816,1998,2179,58,64,69,76
Genetics,Staff Physician,National,110,345,284347,315941,347535,379129,9733,10815,11896,12978,79,88,96,105
Genetics,Staff Physician,Northeast,117,1212,304251,338057,371862,405668,9733,10815,11896,12978,79,88,96,105
Genetics,Staff Physician,North Central,114,1336,270129,300144,330158,360173,9733,10815,11896,12978,79,88,96,105
Genetics,Staff Physician,South,50,303,275816,306463,337109,367755,9733,10815,11896,12978,79,88,96,105
Genetics,Staff Physician,West,82,332,312782,347536,382288,417042,9733,10815,11896,12978,79,88,96,105
Genetics,Program Director,National,33,97,335529,372811,410091,447373,8097,8998,9897,10797,92,103,112,123
Genetics,Program Director,Northeast,50,22,359016,398908,438798,478689,7344,8160,8976,9793,106,118,129,141
Genetics,Program Director,North Central,40,27,318753,354170,389587,425004,7703,8559,9415,10271,105,117,127,139
Genetics,Program Director,South,39,46,325463,361627,397788,433951,6650,7389,8127,8867,109,121,133,145
Genetics,Program Director,West,44,182,369082,410092,451100,492110,5902,6558,7214,7870,103,115,125,137
Genetics,Division Chief,National,59,138,363964,404405,444845,485286,6669,7410,8151,8892,89,99,108,119
Genetics,Division Chief,Northeast,77,90,389442,432713,475984,519256,7727,8586,9444,10304,94,105,114,125
Genetics,Division Chief,North Central,47,91,345766,384185,422602,461021,6092,6769,7446,8123,100,111,121,133
Genetics,Division Chief,South,60,161,353045,392273,431499,470727,6972,7747,8522,9297,90,101,110,120
Genetics,Division Chief,West,46,190,400361,444846,489329,533814,8441,9379,10316,11255,99,110,120,132
Genetics,Department Chair,National,41,30,398086,442318,486549,530781,5889,6544,7198,7853,102,113,124,135
Genetics,Department Chair,Northeast,44,100,425952,473280,520607,567936,8725,9694,10664,11633,107,119,130,142
Genetics,Department Chair,North Central,77,48,378181,420202,462221,504242,7521,8358,9193,10029,96,107,117,128
Genetics,Department Chair,South,59,56,386143,429049,471952,514858,8379,9311,10242,11173,103,115,126,137
Genetics,Department Chair,West,65,195,437894,486550,535204,583859,8550,9501,10450,11401,91,101,111,121
Genetics,Chief of Surgery,National,30,44,412303,458115,503926,549738,6539,7266,7993,8720,105,118,128,140
Genetics,Chief of Surgery,Northeast,54,103,441164,490183,539201,588219,7344,8161,8976,9793,98,110,120,131
Genetics,Chief of Surgery,North Central,72,183,391688,435209,478729,522251,8077,8974,9871,10769,94,105,114,125
Genetics,Chief of Surgery,South,38,153,399934,444372,488808,533246,7222,8025,8827,9630,97,108,118,129
Genetics,Chief of Surgery,West,70,180,453534,503927,554318,604712,7396,8218,9040,9862,89,100,109,119
Hematology/Oncology,Staff Physician,National,59,1038,558716,620796,682875,744956,10554,11727,12899,14072,70,78,85,93
Hematology/Oncology,Staff Physician,Northeast,146,980,597826,664252,730677,797103,10554,11727,12899,14072,70,78,85,93
Hematology/Oncology,Staff Physician,North Central,61,511,530780,589756,648732,707708,10554,11727,12899,14072,70,78,85,93
Hematology/Oncology,Staff Physician,South,54,1399,541955,602172,662389,722607,10554,11727,12899,14072,70,78,85,93
Hematology/Oncology,Staff Physician,West,149,1398,614588,682876,751163,819451,10554,11727,12899,14072,70,78,85,93
Hematology/Oncology,Program Director,National,77,121,659285,732540,805793,879048,8924,9916,10907,11899,80,89,97,106
Hematology/Oncology,Program Director,Northeast,72,55,705435,783817,862199,940581,9181,10201,11221,12241,91,102,111,122
Hematology/Oncology,Program Director,North Central,72,73,626321,695913,765503,835095,8892,9881,10868,11857,94,105,115,125
Hematology/Oncology,Program Director,South,51,39,639506,710563,781619,852676,9471,10524,11576,12629,85,95,104,114
Hematology/Oncology,Program Director,West,51,180,725214,805794,886372,966953,7389,8211,9031,9853,81,90,98,108
Hematology/Oncology,Division Chief,National,62,49,715157,794619,874081,953543,9427,10475,11522,12570,86,96,104,114
Hematology/Oncology,Division Chief,Northeast,53,122,765218,850243,935266,1020291,7100,7890,8678,9467,94,105,114,125
Hematology/Oncology,Division Chief,North Central,33,142,679399,754888,830377,905866,8894,9883,10871,11859,92,103,112,122
Hematology/Oncology,Division Chief,South,66,151,693702,770781,847858,924937,8511,9457,10402,11348,77,86,94,102
Hematology/Oncology,Division Chief,West,71,195,786672,874081,961489,1048898,7710,8567,9423,10280,83,93,101,110
Hematology/Oncology,Department Chair,National,30,43,782203,869115,956026,1042938,8789,9766,10742,11719,82,92,100,110
Hematology/Oncology,Department Chair,Northeast,49,31,836957,929953,1022948,1115944,8976,9973,10970,11968,92,103,112,123
Hematology/Oncology,Department Chair,North Central,65,137,743093,825659,908224,990791,9242,10270,11296,12323,79,89,97,106
Hematology/Oncology,Department Chair,South,58,194,758737,843041,927345,1011650,7378,8199,9018,9838,80,89,97,106
Hematology/Oncology,Department Chair,West,49,59,860423,956026,1051628,1147232,7226,8030,8832,9635,84,94,102,112
Hematology/Oncology,Chief of Surgery,National,61,154,810138,900155,990170,1080186,7011,7791,8569,9349,95,106,116,126
Hematology/Oncology,Chief of Surgery,Northeast,69,37,866848,963166,1059481,1155799,8330,9256,10181,11107,90,101,110,120
Hematology/Oncology,Chief of Surgery,North Central,35,69,769632,855147,940661,1026177,6805,7562,8317,9074,96,107,117,128
Hematology/Oncology,Chief of Surgery,South,48,111,785834,873150,960464,1047780,6589,7321,8053,8785,90,100,109,120
Hematology/Oncology,Chief of Surgery,West,60,123,891152,990170,1089187,1188204,7529,8366,9202,10039,95,106,115,126
Hospitalist,Staff Physician,National,134,1304,318389,353767,389143,424520,2666,2963,3259,3555,58,65,71,78
Hospitalist,Staff Physician,Northeast,90,1401,340676,378530,416383,454236,2666,2963,3259,3555,58,65,71,78
Hospitalist,Staff Physician,North Central,63,1400,302469,336078,369686,403294,2666,2963,3259,3555,58,65,71,78
Hospitalist,Staff Physician,South,88,520,308837,343154,377469,411784,2666,2963,3259,3555,58,65,71,78
Hospitalist,Staff Physician,West,72,328,350228,389143,428058,466972,2666,2963,3259,3555,58,65,71,78
Hospitalist,Program Director,National,64,30,375699,417445,459189,500933,2018,2243,2467,2691,67,75,82,90
Hospitalist,Program Director,Northeast,46,181,401998,446666,491332,535999,1967,2186,2405,2623,73,81,89,98
Hospitalist,Program Director,North Central,47,178,356914,396572,436230,475887,2302,2558,2814,3070,80,90,98,108
Hospitalist,Program Director,South,74,176,364428,404921,445413,485905,1707,1898,2087,2277,65,73,80,87
Hospitalist,Program Director,West,71,126,413269,459189,505108,551027,1718,1910,2101,2291,64,72,79,87
Hospitalist,Division Chief,National,76,186,407538,452821,498103,543385,1643,1826,2009,2192,75,84,92,101
Hospitalist,Division Chief,Northeast,73,84,436066,484519,532971,581422,1653,1838,2021,2205,66,74,81,89
Hospitalist,Division Chief,North Central,58,159,387161,430180,473198,516216,1663,1848,2033,2218,68,76,83,91
Hospitalist,Division Chief,South,41,182,395312,439237,483160,527084,2163,2404,2644,2884,71,80,87,96
Hospitalist,Division Chief,West,56,138,448292,498104,547914,597724,2054,2283,2511,2739,76,86,94,103
Hospitalist,Department Chair,National,79,21,445745,495273,544801,594328,2190,2434,2677,2920,74,83,91,100
Hospitalist,Department Chair,Northeast,64,85,476947,529943,582937,635931,2385,2650,2915,3180,78,87,96,105
Hospitalist,Department Chair,North Central,55,146,423457,470510,517561,564611,2132,2369,2606,2843,73,82,90,99
Hospitalist,Department Chair,South,69,173,432372,480415,528457,576498,1660,1845,2030,2214,69,77,84,93
Hospitalist,Department Chair,West,39,158,490319,544801,599281,653761,1879,2089,2298,2506,78,87,96,105
Hospitalist,Chief of Surgery,National,40,114,461664,512962,564258,615554,2269,2522,2774,3026,80,90,98,108
Hospitalist,Chief of Surgery,Northeast,79,130,493981,548869,603756,658643,1610,1790,1968,2147,79,89,97,107
Hospitalist,Chief of Surgery,North Central,30,92,438581,487314,536045,584776,2378,2643,2907,3171,70,79,86,95
Hospitalist,Chief of Surgery,South,64,87,447814,497573,547330,597087,2039,2266,2493,2719,74,83,91,100
Hospitalist,Chief of Surgery,West,35,57,507831,564258,620684,677109,1661,1846,2030,2215,66,75,81,90
Hospitalist-Internal Medicine,Staff Physician,National,119,218,179620,199578,219536,239494,9499,10555,11610,12666,69,77,84,92
Hospitalist-Internal Medicine,Staff Physician,Northeast,131,293,192193,213549,234903,256259,9499,10555,11610,12666,69,77,84,92
Hospitalist-Internal Medicine,Staff Physician,North Central,96,1366,170639,189599,208559,227519,9499,10555,11610,12666,69,77,84,92
Hospitalist-Internal Medicine,Staff Physician,South,89,255,174231,193591,212950,232309,9499,10555,11610,12666,69,77,84,92
Hospitalist-Internal Medicine,Staff Physician,West,67,334,197582,219536,241489,263443,9499,10555,11610,12666,69,77,84,92
Hospitalist-Internal Medicine,Program Director,National,47,68,211952,235502,259052,282603,5787,6430,7073,7716,76,85,93,102
Hospitalist-Internal Medicine,Program Director,Northeast,70,25,226788,251988,277186,302385,6750,7500,8250,9000,89,100,109,119
Hospitalist-Internal Medicine,Program Director,North Central,57,139,201354,223727,246099,268473,8511,9457,10403,11349,95,106,116,127
Hospitalist-Internal Medicine,Program Director,South,61,71,205593,228437,251281,274125,6044,6716,7387,8059,80,90,98,107
Hospitalist-Internal Medicine,Program Director,West,42,75,233147,259053,284957,310863,6164,6849,7534,8219,86,96,105,115
Hospitalist-Internal Medicine,Division Chief,National,35,39,229914,255460,281006,306552,8526,9474,10421,11369,87,98,106,117
Hospitalist-Internal Medicine,Division Chief,Northeast,34,59,246008,273343,300676,328011,8396,9330,10262,11196,88,98,107,118
Hospitalist-Internal Medicine,Division Chief,North Central,58,185,218418,242687,266955,291225,6338,7042,7746,8451,81,90,99,108
Hospitalist-Internal Medicine,Division Chief,South,71,51,223016,247796,272576,297356,6686,7430,8172,8916,95,106,116,127
Hospitalist-Internal Medicine,Division Chief,West,73,113,252905,281006,309106,337208,6942,7714,8485,9256,82,91,100,109
Hospitalist-Internal Medicine,Department Chair,National,58,96,251468,279410,307350,335292,8119,9022,9924,10826,95,106,116,127
Hospitalist-Internal Medicine,Department Chair,Northeast,43,152,269071,298968,328865,358762,8547,9497,10446,11396,92,103,112,123
Hospitalist-Internal Medicine,Department Chair,North Central,45,100,238895,265439,291983,318527,6841,7601,8361,9121,76,85,93,102
Hospitalist-Internal Medicine,Department Chair,South,59,63,243924,271027,298130,325233,7774,8638,9501,10366,89,99,108,118
Hospitalist-Internal Medicine,Department Chair,West,71,32,276615,307351,338085,368821,7529,8366,9202,10040,82,92,100,110
Hospitalist-Internal Medicine,Chief of Surgery,National,48,159,260449,289389,318327,347267,8286,9207,10127,11048,86,96,104,114
Hospitalist-Internal Medicine,Chief of Surgery,Northeast,46,23,278680,309646,340610,371575,7685,8539,9393,10247,89,99,108,119
Hospitalist-Internal Medicine,Chief of Surgery,North Central,43,93,247427,274919,302410,329903,7692,8547,9401,10256,88,99,108,118
Hospitalist-Internal Medicine,Chief of Surgery,South,69,33,252636,280707,308777,336849,7036,7818,8599,9381,86,96,105,115
Hospitalist-Internal Medicine,Chief of Surgery,West,73,164,286494,318328,350160,381993,7546,8385,9223,10062,95,107,116,127
Infectious Disease,Staff Physician,National,127,755,385201,428003,470803,513603,3402,3780,4158,4536,44,49,53,58
Infectious Disease,Staff Physician,Northeast,120,681,412166,457963,503759,549555,3402,3780,4158,4536,44,49,53,58
Infectious Disease,Staff Physician,North Central,144,1184,365941,406602,447263,487923,3402,3780,4158,4536,44,49,53,58
Infectious Disease,Staff Physician,South,147,1146,373645,415163,456679,498195,3402,3780,4158,4536,44,49,53,58
Infectious Disease,Staff Physician,West,117,1192,423722,470803,517883,564963,3402,3780,4158,4536,44,49,53,58
Infectious Disease,Program Director,National,78,85,454538,505043,555547,606051,2249,2499,2749,2999,59,66,71,78
Infectious Disease,Program Director,Northeast,62,188,486355,540396,594436,648475,2500,2778,3056,3334,52,58,62,68
Infectious Disease,Program Director,North Central,58,118,431811,479791,527770,575749,2957,3286,3614,3943,60,67,72,79
Infectious Disease,Program Director,South,78,133,440902,489892,538881,587870,3055,3395,3734,4074,51,57,62,68
Infectious Disease,Program Director,West,75,143,499992,555548,611102,666657,2487,2764,3040,3317,52,58,63,69
Infectious Disease,Division Chief,National,30,147,493058,547843,602628,657412,2153,2392,2631,2871,55,61,66,73
Infectious Disease,Division Chief,Northeast,70,35,527572,586193,644812,703431,2166,2407,2648,2889,59,66,71,78
Infectious Disease,Division Chief,North Central,47,121,468405,520451,572496,624541,2548,2831,3115,3398,60,67,72,79
Infectious Disease,Division Chief,South,45,156,478266,531408,584549,637689,3034,3371,3709,4046,61,68,73,80
Infectious Disease,Division Chief,West,30,58,542364,602628,662890,723153,2805,3116,3428,3740,58,64,70,76
Infectious Disease,Department Chair,National,77,198,539282,599204,659124,719044,2863,3182,3500,3818,51,57,62,68
Infectious Disease,Department Chair,Northeast,72,85,577032,641148,705263,769377,2589,2877,3165,3453,49,55,59,65
Infectious Disease,Department Chair,North Central,35,33,512318,569244,626168,683092,2325,2583,2841,3100,54,60,65,72
Infectious Disease,Department Chair,South,67,181,523104,581228,639350,697473,2147,2385,2624,2862,52,58,62,68
Infectious Disease,Department Chair,West,64,191,593211,659124,725036,790949,2702,3002,3302,3603,52,58,63,69
Infectious Disease,Chief of Surgery,National,37,140,558542,620604,682664,744724,2054,2282,2510,2738,60,67,72,79
Infectious Disease,Chief of Surgery,Northeast,40,49,597640,664046,730451,796855,2750,3056,3361,3667,51,57,62,67
Infectious Disease,Chief of Surgery,North Central,42,176,530615,589574,648531,707488,2662,2958,3254,3550,48,54,58,64
Infectious Disease,Chief of Surgery,South,70,62,541786,601986,662184,722383,2925,3250,3575,3900,51,57,62,68
Infectious Disease,Chief of Surgery,West,42,119,614397,682664,750931,819197,2664,2960,3256,3552,57,63,68,75
Internal Medicine,Staff Physician,National,136,594,202986,225540,248094,270648,9441,10490,11539,12588,69,77,84,92
Internal Medicine,Staff Physician,Northeast,53,509,217195,241327,265460,289593,9441,10490,11539,12588,69,77,84,92
Internal Medicine,Staff Physician,North Central,143,912,192836,214263,235689,257115,9441,10490,11539,12588,69,77,84,92
Internal Medicine,Staff Physician,South,133,761,196896,218773,240651,262528,9441,10490,11539,12588,69,77,84,92
Internal Medicine,Staff Physician,West,98,1428,223284,248094,272903,297712,9441,10490,11539,12588,69,77,84,92
Internal Medicine,Program Director,National,53,130,239523,266137,292750,319364,6816,7573,8331,9088,90,101,110,121
Internal Medicine,Program Director,Northeast,39,89,256290,284766,313243,341720,6951,7723,8495,9268,88,98,107,117
Internal Medicine,Program Director,North Central,41,36,227547,252830,278113,303396,6783,7537,8291,9044,87,97,106,116
Internal Medicine,Program Director,South,47,30,232337,258153,283968,309783,8407,9341,10276,11210,78,87,95,104
Internal Medicine,Program Director,West,57,152,263475,292750,322026,351301,6156,6841,7525,8209,92,102,112,122
Internal Medicine,Division Chief,National,46,53,259822,288691,317560,346429,8449,9388,10327,11266,95,106,116,127
Internal Medicine,Division Chief,Northeast,41,185,278009,308899,339789,370679,8455,9395,10334,11274,86,96,105,115
Internal Medicine,Division Chief,North Central,38,21,246830,274256,301682,329107,6599,7332,8066,8799,85,95,104,113
Internal Medicine,Division Chief,South,65,134,252027,280030,308033,336036,7140,7934,8727,9521,86,96,105,115
Internal Medicine,Division Chief,West,33,25,285804,317560,349316,381072,6808,7564,8321,9077,90,100,110,120
Internal Medicine,Department Chair,National,57,36,284180,315756,347331,378907,7041,7823,8605,9388,86,96,105,115
Internal Medicine,Department Chair,Northeast,53,153,304073,337858,371644,405430,7266,8073,8881,9688,92,103,112,123
Internal Medicine,Department Chair,North Central,79,79,269971,299968,329965,359961,6390,7100,7810,8520,85,95,104,113
Internal Medicine,Department Chair,South,79,156,275654,306283,336911,367539,6513,7237,7960,8684,90,100,109,120
Internal Medicine,Department Chair,West,72,99,312598,347331,382064,416797,6374,7083,7791,8499,82,92,100,110
Internal Medicine,Chief of Surgery,National,54,94,294329,327033,359736,392439,7608,8453,9298,10144,92,103,112,123
Internal Medicine,Chief of Surgery,Northeast,38,137,314932,349925,384917,419910,5751,6390,7029,7668,85,94,103,113
Internal Medicine,Chief of Surgery,North Central,36,105,279613,310681,341749,372817,6453,7170,7887,8604,88,98,107,118
Internal Medicine,Chief of Surgery,South,30,135,285499,317222,348944,380666,7687,8541,9395,10249,77,86,94,103
Internal Medicine,Chief of Surgery,West,70,138,323762,359736,395709,431683,8454,9393,10333,11272,94,105,115,126
Neonatal Medicine,Staff Physician,National,123,970,210973,234415,257856,281298,4947,5497,6046,6596,38,43,47,51
Neonatal Medicine,Staff Physician,Northeast,113,416,225741,250824,275906,300989,4947,5497,6046,6596,38,43,47,51
Neonatal Medicine,Staff Physician,North Central,94,1381,200424,222694,244964,267233,4947,5497,6046,6596,38,43,47,51
Neonatal Medicine,Staff Physician,South,123,225,204644,227383,250121,272859,4947,5497,6046,6596,38,43,47,51
Neonatal Medicine,Staff Physician,West,70,976,232070,257857,283642,309427,4947,5497,6046,6596,38,43,47,51
Neonatal Medicine,Program Director,National,56,28,248948,276610,304271,331931,3350,3722,4094,4466,45,51,56,61
Neonatal Medicine,Program Director,Northeast,58,51,266374,295973,325570,355167,4123,4582,5039,5498,48,55,60,65
Neonatal Medicine,Program Director,North Central,76,51,236501,262779,289057,315335,3463,3848,4232,4617,47,53,58,63
Neonatal Medicine,Program Director,South,51,44,241480,268312,295143,321973,3823,4248,4672,5097,49,56,61,66
Neonatal Medicine,Program Director,West,33,190,273843,304271,334698,365124,3071,3412,3753,4095,47,53,58,63
Neonatal Medicine,Division Chief,National,68,140,270045,300052,330056,360061,3613,4014,4415,4817,49,55,61,66
Neonatal Medicine,Division Chief,Northeast,63,112,288949,321055,353160,385265,4198,4664,5130,5597,48,54,59,64
Neonatal Medicine,Division Chief,North Central,36,145,256543,285049,313553,342058,4079,4532,4985,5439,49,55,60,65
Neonatal Medicine,Division Chief,South,49,195,261944,291050,320155,349259,4384,4871,5358,5845,52,59,65,71
Neonatal Medicine,Division Chief,West,36,55,297050,330057,363062,396067,3480,3867,4253,4640,51,58,63,69
Neonatal Medicine,Department Chair,National,61,178,295362,328181,360999,393817,3069,3410,3751,4092,52,58,64,69
Neonatal Medicine,Department Chair,Northeast,33,77,316038,351154,386269,421384,3293,3659,4025,4391,52,59,65,71
Neonatal Medicine,Department Chair,North Central,37,129,280594,311772,342949,374126,3854,4283,4710,5139,49,55,60,66
Neonatal Medicine,Department Chair,South,47,28,286501,318336,350169,382002,3134,3483,3831,4179,46,52,57,61
Neonatal Medicine,Department Chair,West,64,84,324898,361000,397099,433199,3820,4245,4669,5094,47,53,58,63
Neonatal Medicine,Chief of Surgery,National,65,90,305911,339902,373892,407882,3506,3896,4285,4675,52,59,65,70
Neonatal Medicine,Chief of Surgery,Northeast,63,87,327325,363695,400064,436434,4344,4827,5309,5792,47,54,59,64
Neonatal Medicine,Chief of Surgery,North Central,57,105,290615,322907,355197,387488,3230,3590,3948,4307,50,57,62,68
Neonatal Medicine,Chief of Surgery,South,43,132,296734,329705,362675,395645,3801,4224,4645,5068,46,52,56,61
Neonatal Medicine,Chief of Surgery,West,55,65,336502,373892,411281,448670,3278,3643,4006,4371,51,57,63,68
Nephrology,Staff Physician,National,119,487,611424,679361,747297,815233,10464,11627,12789,13952,43,48,52,57
Nephrology,Staff Physician,Northeast,62,389,654224,726916,799608,872300,10464,11627,12789,13952,43,48,52,57
Nephrology,Staff Physician,North Central,56,506,580853,645393,709932,774471,10464,11627,12789,13952,43,48,52,57
