specialty,provider_type,geographic_region,n_orgs,n_incumbents,tcc_p25,tcc_p50,tcc_p75,tcc_p90,wrvu_p25,wrvu_p50,wrvu_p75,wrvu_p90,cf_p25,cf_p50,cf_p75,cf_p90
Dermatology,Chief of Surgery,North Central,51,76,315251,350280,385307,420335,7241,8046,8850,9655,68,76,83,91
Dermatology,Chief of Surgery,South,71,130,321888,357654,393419,429185,7340,8156,8972,9788,55,62,67,74
Dermatology,Chief of Surgery,West,73,76,365028,405587,446145,486704,7272,8080,8888,9696,63,70,77,84
Emergency Medicine,Staff Physician,National,55,1093,485784,539760,593736,647712,6946,7718,8489,9261,46,52,57,62
Emergency Medicine,Staff Physician,Northeast,82,470,519788,577543,635297,693051,6946,7718,8489,9261,46,52,57,62
Emergency Medicine,Staff Physician,North Central,109,287,461494,512772,564049,615326,6946,7718,8489,9261,46,52,57,62
Emergency Medicine,Staff Physician,South,87,1352,471210,523567,575923,628280,6946,7718,8489,9261,46,52,57,62
Emergency Medicine,Staff Physician,West,120,535,534362,593736,653109,712483,6946,7718,8489,9261,46,52,57,62
Emergency Medicine,Program Director,National,58,80,573225,636916,700608,764300,5601,6224,6845,7468,58,66,72,79
Emergency Medicine,Program Director,Northeast,42,75,613350,681500,749651,817801,5821,6468,7115,7762,62,70,77,84
Emergency Medicine,Program Director,North Central,59,70,544563,605070,665578,726085,6131,6812,7493,8174,55,63,69,75
Emergency Medicine,Program Director,South,56,143,556028,617809,679590,741371,4917,5463,6009,6556,60,68,74,81
Emergency Medicine,Program Director,West,77,102,630547,700608,770669,840730,4627,5142,5655,6170,60,68,74,81
Emergency Medicine,Division Chief,National,69,77,621803,690892,759982,829071,5428,6031,6634,7237,56,64,70,76
Emergency Medicine,Division Chief,Northeast,52,22,665329,739255,813180,887106,4454,4949,5443,5938,53,60,66,72
Emergency Medicine,Division Chief,North Central,59,167,590713,656348,721982,787617,4720,5245,5769,6294,52,59,64,70
Emergency Medicine,Division Chief,South,64,59,603149,670166,737182,804199,6017,6685,7353,8022,55,62,68,74
Emergency Medicine,Division Chief,West,72,70,683983,759982,835980,911978,4728,5253,5778,6304,60,68,75,81
Emergency Medicine,Department Chair,National,71,175,680097,755664,831230,906796,5677,6308,6938,7569,62,70,77,84
Emergency Medicine,Department Chair,Northeast,38,122,727704,808560,889416,970272,4476,4973,5470,5968,63,71,78,85
Emergency Medicine,Department Chair,North Central,70,192,646092,717880,789668,861456,5196,5774,6351,6928,62,71,78,84
Emergency Medicine,Department Chair,South,34,70,659694,732994,806293,879592,4779,5310,5840,6372,64,72,79,86
Emergency Medicine,Department Chair,West,78,194,748107,831230,914353,997476,5252,5836,6419,7003,63,71,78,85
Emergency Medicine,Chief of Surgery,National,74,103,704386,782652,860917,939182,4610,5122,5634,6146,58,65,72,78
Emergency Medicine,Chief of Surgery,Northeast,48,46,753693,837437,921181,1004925,4931,5479,6026,6574,51,58,64,69
Emergency Medicine,Chief of Surgery,North Central,38,129,669167,743519,817871,892223,4340,4823,5305,5787,62,70,77,84
Emergency Medicine,Chief of Surgery,South,73,174,683255,759172,835089,911006,5710,6345,6979,7614,59,67,73,80
Emergency Medicine,Chief of Surgery,West,34,66,774825,860917,947008,1033100,4695,5217,5738,6260,58,65,72,78
Endocrinology,Staff Physician,National,130,420,295583,328426,361268,394111,3424,3805,4185,4566,54,61,67,73
Endocrinology,Staff Physician,Northeast,78,1170,316273,351415,386556,421698,3424,3805,4185,4566,54,61,67,73
Endocrinology,Staff Physician,North Central,79,138,280803,312004,343204,374405,3424,3805,4185,4566,54,61,67,73
Endocrinology,Staff Physician,South,118,303,286715,318573,350429,382287,3424,3805,4185,4566,54,61,67,73
Endocrinology,Staff Physician,West,124,376,325141,361268,397394,433522,3424,3805,4185,4566,54,61,67,73
Endocrinology,Program Director,National,36,194,348787,387542,426296,465050,2247,2497,2747,2997,61,69,76,83
Endocrinology,Program Director,Northeast,30,27,373203,414670,456136,497604,2489,2766,3042,3319,67,76,83,91
Endocrinology,Program Director,North Central,69,126,331348,368165,404981,441798,2991,3324,3656,3989,63,72,79,86
Endocrinology,Program Director,South,57,20,338324,375916,413507,451099,2732,3036,3340,3644,62,70,77,84
Endocrinology,Program Director,West,55,34,383666,426296,468925,511556,2719,3022,3323,3626,61,69,76,82
Endocrinology,Division Chief,National,61,56,378346,420385,462423,504462,2192,2437,2680,2924,70,80,87,95
Endocrinology,Division Chief,Northeast,31,164,404830,449812,494792,539774,2328,2587,2846,3105,61,69,76,83
Endocrinology,Division Chief,North Central,36,82,359428,399366,439301,479238,2908,3232,3555,3878,60,68,74,81
Endocrinology,Division Chief,South,56,67,366995,407773,448550,489328,2617,2909,3199,3491,70,79,87,94
Endocrinology,Division Chief,West,33,114,416180,462423,508665,554908,2689,2988,3287,3586,65,73,80,88
Endocrinology,Department Chair,National,58,188,413816,459796,505775,551755,2526,2807,3087,3368,65,73,80,87
Endocrinology,Department Chair,Northeast,64,39,442783,491982,541179,590378,2457,2730,3003,3276,62,70,77,84
Endocrinology,Department Chair,North Central,49,48,393125,436806,480486,524167,2164,2405,2645,2886,60,68,74,81
Endocrinology,Department Chair,South,68,191,401401,446002,490601,535202,2304,2561,2816,3073,74,84,92,100
Endocrinology,Department Chair,West,74,103,455197,505776,556352,606930,2177,2419,2661,2903,60,68,75,81
Endocrinology,Chief of Surgery,National,47,49,428595,476217,523838,571460,3074,3417,3758,4100,69,78,86,94
Endocrinology,Chief of Surgery,Northeast,55,32,458597,509552,560507,611463,2650,2945,3240,3534,67,76,84,91
Endocrinology,Chief of Surgery,North Central,66,95,407165,452406,497646,542887,2562,2847,3131,3416,63,71,79,86
Endocrinology,Chief of Surgery,South,53,170,415737,461931,508123,554317,2526,2808,3088,3369,65,74,81,89
Endocrinology,Chief of Surgery,West,32,22,471454,523839,576222,628607,2307,2564,2820,3077,63,72,79,86
Gastroenterology,Staff Physician,National,63,656,263811,293124,322436,351748,7776,8640,9504,10368,63,70,77,84
Gastroenterology,Staff Physician,Northeast,62,112,282277,313642,345006,376370,7776,8640,9504,10368,63,70,77,84
Gastroenterology,Staff Physician,North Central,60,1219,250620,278467,306314,334160,7776,8640,9504,10368,63,70,77,84
Gastroenterology,Staff Physician,South,138,1148,255896,284330,312762,341195,7776,8640,9504,10368,63,70,77,84
Gastroenterology,Staff Physician,West,71,477,290192,322436,354679,386922,7776,8640,9504,10368,63,70,77,84
Gastroenterology,Program Director,National,54,121,311296,345886,380474,415062,5568,6187,6806,7424,75,84,92,101
Gastroenterology,Program Director,Northeast,59,121,333087,370098,407107,444117,5509,6121,6733,7345,75,83,91,100
Gastroenterology,Program Director,North Central,60,135,295732,328592,361450,394309,5432,6036,6640,7243,86,96,106,115
Gastroenterology,Program Director,South,41,57,301958,335509,369060,402610,4887,5430,5973,6517,87,96,106,116
Gastroenterology,Program Director,West,78,118,342426,380474,418521,456568,5352,5946,6541,7136,80,89,98,107
Gastroenterology,Division Chief,National,78,160,337678,375198,412718,450237,5719,6355,6990,7626,75,84,92,100
Gastroenterology,Division Chief,Northeast,51,40,361315,401462,441608,481754,5557,6175,6792,7410,69,77,84,92
Gastroenterology,Division Chief,North Central,54,127,320794,356438,392082,427725,6355,7061,7767,8473,86,96,106,115
Gastroenterology,Division Chief,South,68,186,327547,363942,400336,436730,5681,6313,6944,7575,80,89,98,107
Gastroenterology,Division Chief,West,66,51,371445,412718,453989,495261,5523,6136,6750,7364,86,96,106,115
Gastroenterology,Department Chair,National,36,74,369335,410373,451410,492447,5818,6465,7111,7758,83,93,102,111
Gastroenterology,Department Chair,Northeast,56,173,395188,439099,483009,526918,6517,7241,7965,8690,76,85,93,102
Gastroenterology,Department Chair,North Central,36,141,350868,389854,428839,467824,6206,6896,7585,8275,79,88,97,106
Gastroenterology,Department Chair,South,49,195,358255,398062,437868,477673,5645,6272,6899,7527,70,78,86,94
Gastroenterology,Department Chair,West,48,78,406268,451410,496551,541691,5061,5623,6185,6748,75,83,91,100
Gastroenterology,Chief of Surgery,National,31,95,382525,425029,467532,510034,5493,6103,6714,7324,74,82,91,99
Gastroenterology,Chief of Surgery,Northeast,46,22,409302,454781,500259,545737,6545,7272,8000,8727,75,83,91,100
Gastroenterology,Chief of Surgery,North Central,77,142,363399,403778,444155,484532,6619,7355,8090,8826,84,94,103,112
Gastroenterology,Chief of Surgery,South,53,112,371050,412278,453506,494733,5353,5948,6543,7137,75,84,92,101
Gastroenterology,Chief of Surgery,West,78,134,420778,467532,514285,561038,5400,6000,6600,7200,87,97,107,116
Genetics,Staff Physician,National,76,475,217899,242111,266322,290533,3874,4305,4735,5166,87,97,106,116
Genetics,Staff Physician,Northeast,128,1296,233151,259058,284964,310870,3874,4305,4735,5166,87,97,106,116
Genetics,Staff Physician,North Central,89,825,207004,230005,253005,276006,3874,4305,4735,5166,87,97,106,116
Genetics,Staff Physician,South,110,793,211362,234847,258332,281817,3874,4305,4735,5166,87,97,106,116
Genetics,Staff Physician,West,95,511,239688,266322,292954,319586,3874,4305,4735,5166,87,97,106,116
Genetics,Program Director,National,71,192,257120,285690,314259,342828,2523,2803,3083,3364,98,110,120,131
Genetics,Program Director,Northeast,64,23,275119,305689,336258,366826,3275,3640,4003,4368,97,108,118,130
Genetics,Program Director,North Central,61,71,244264,271406,298546,325687,2656,2952,3247,3542,96,107,117,128
Genetics,Program Director,South,34,137,249407,277120,304832,332544,2354,2616,2877,3139,117,130,142,156
Genetics,Program Director,West,43,92,282832,314260,345685,377111,2579,2866,3153,3440,106,119,130,142
Genetics,Division Chief,National,35,56,278910,309902,340892,371882,2820,3134,3447,3761,109,121,132,145
Genetics,Division Chief,Northeast,66,98,298434,331595,364754,397913,2442,2714,2985,3257,119,133,146,159
Genetics,Division Chief,North Central,70,180,264965,294406,323847,353288,2571,2858,3143,3429,111,124,135,148
Genetics,Division Chief,South,30,174,270543,300605,330665,360725,3236,3596,3956,4316,107,119,131,143
Genetics,Division Chief,West,45,25,306801,340892,374981,409070,2933,3259,3585,3911,116,129,141,154
Genetics,Department Chair,National,69,176,305058,338955,372850,406746,2850,3168,3484,3801,109,122,133,146
Genetics,Department Chair,Northeast,70,130,326412,362682,398950,435218,2407,2675,2942,3210,120,134,146,160
Genetics,Department Chair,North Central,77,190,289805,322007,354208,386408,3099,3444,3788,4133,103,114,125,137
Genetics,Department Chair,South,48,56,295906,328786,361665,394543,3338,3709,4080,4451,101,113,124,135
Genetics,Department Chair,West,33,134,335564,372850,410135,447420,2735,3040,3344,3648,110,123,134,147
Genetics,Chief of Surgery,National,50,169,315953,351060,386166,421272,2390,2656,2922,3188,120,134,147,161
Genetics,Chief of Surgery,Northeast,50,23,338070,375635,413198,450761,3486,3873,4260,4648,109,121,132,145
Genetics,Chief of Surgery,North Central,39,37,300155,333507,366858,400209,2683,2982,3279,3578,105,117,128,141
Genetics,Chief of Surgery,South,39,196,306474,340529,374581,408634,3221,3579,3937,4295,102,114,125,137
Genetics,Chief of Surgery,West,55,58,347548,386167,424783,463400,3006,3341,3675,4009,111,123,135,148
Hematology and Oncology,Staff Physician,National,139,606,531505,590562,649618,708674,3279,3644,4008,4372,60,67,73,80
Hematology and Oncology,Staff Physician,Northeast,149,542,568710,631901,695091,758281,3279,3644,4008,4372,60,67,73,80
Hematology and Oncology,Staff Physician,North Central,85,665,504929,561033,617137,673240,3279,3644,4008,4372,60,67,73,80
Hematology and Oncology,Staff Physician,South,146,287,515559,572845,630129,687413,3279,3644,4008,4372,60,67,73,80
Hematology and Oncology,Staff Physician,West,128,223,584655,649618,714579,779541,3279,3644,4008,4372,60,67,73,80
Hematology and Oncology,Program Director,National,46,95,627175,696863,766549,836235,2490,2767,3043,3320,78,87,95,104
Hematology and Oncology,Program Director,Northeast,73,62,671078,745643,820207,894771,2861,3180,3498,3815,73,82,89,98
Hematology and Oncology,Program Director,North Central,41,121,595817,662020,728221,794423,2744,3049,3354,3659,72,81,88,96
Hematology and Oncology,Program Director,South,32,178,608360,675957,743552,811148,2181,2424,2666,2909,77,86,93,102
Hematology and Oncology,Program Director,West,60,125,689893,766549,843204,919858,2794,3105,3415,3725,70,78,85,93
Hematology and Oncology,Division Chief,National,69,48,680326,755919,831511,907102,2649,2944,3239,3533,80,90,98,107
Hematology and Oncology,Division Chief,Northeast,67,39,727949,808833,889716,970599,2587,2876,3163,3450,78,87,95,104
Hematology and Oncology,Division Chief,North Central,66,82,646310,718123,789935,861747,2853,3171,3487,3804,79,88,96,105
Hematology and Oncology,Division Chief,South,44,78,659916,733241,806565,879889,2191,2435,2678,2921,76,85,92,101
Hematology and Oncology,Division Chief,West,51,48,748359,831511,914662,997812,2889,3210,3531,3852,71,80,87,95
Hematology and Oncology,Department Chair,National,57,57,744107,826786,909465,992143,2897,3220,3542,3863,78,88,95,105
Hematology and Oncology,Department Chair,Northeast,31,113,796194,884661,973127,1061593,2814,3127,3440,3752,75,84,91,100
Hematology and Oncology,Department Chair,North Central,61,29,706901,785447,863991,942536,2874,3194,3513,3832,69,77,84,92
Hematology and Oncology,Department Chair,South,66,174,721783,801983,882181,962379,2367,2631,2893,3156,82,92,100,110
Hematology and Oncology,Department Chair,West,56,78,818517,909465,1000411,1091357,2564,2849,3134,3418,80,89,97,107
Hematology and Oncology,Chief of Surgery,National,34,176,770682,856314,941946,1027577,2030,2256,2482,2707,83,93,101,111
Hematology and Oncology,Chief of Surgery,Northeast,66,103,824630,916256,1007882,1099507,2122,2358,2594,2829,80,90,98,107
Hematology and Oncology,Chief of Surgery,North Central,65,172,732148,813499,894848,976198,2384,2649,2914,3179,77,86,93,102
Hematology and Oncology,Chief of Surgery,South,53,174,747561,830625,913687,996749,2591,2880,3168,3455,69,77,84,92
Hematology and Oncology,Chief of Surgery,West,65,138,847750,941946,1036140,1130335,2192,2436,2679,2922,79,88,96,105
Hospitalist,Staff Physician,National,67,380,360657,400730,440803,480876,7219,8022,8824,9626,50,56,61,67
Hospitalist,Staff Physician,Northeast,63,949,385902,428781,471659,514537,7219,8022,8824,9626,50,56,61,67
Hospitalist,Staff Physician,North Central,123,308,342624,380693,418762,456832,7219,8022,8824,9626,50,56,61,67
Hospitalist,Staff Physician,South,50,655,349837,388708,427578,466449,7219,8022,8824,9626,50,56,61,67
Hospitalist,Staff Physician,West,83,1431,396722,440803,484883,528963,7219,8022,8824,9626,50,56,61,67
Hospitalist,Program Director,National,45,87,425575,472861,520147,567433,4485,4984,5483,5981,62,70,76,84
Hospitalist,Program Director,Northeast,67,71,455365,505961,556557,607154,5697,6330,6963,7596,68,76,83,92
Hospitalist,Program Director,North Central,50,28,404296,449218,494140,539061,4534,5038,5542,6045,59,66,72,79
Hospitalist,Program Director,South,79,64,412808,458675,504543,550410,5231,5813,6394,6975,57,64,70,76
Hospitalist,Program Director,West,69,193,468132,520147,572162,624177,4678,5199,5719,6238,63,71,77,85
Hospitalist,Division Chief,National,37,67,461640,512934,564227,615521,5207,5787,6365,6944,68,76,83,91
Hospitalist,Division Chief,Northeast,47,117,493955,548839,603723,658607,4734,5261,5787,6313,66,74,81,89
Hospitalist,Division Chief,North Central,42,184,438558,487287,536016,584745,6089,6767,7443,8120,66,74,80,88
Hospitalist,Division Chief,South,31,43,447791,497546,547301,597055,4541,5046,5551,6055,63,70,76,84
Hospitalist,Division Chief,West,34,109,507805,564227,620650,677073,6387,7097,7807,8517,56,63,68,75
Hospitalist,Department Chair,National,34,147,504919,561022,617124,673226,4780,5311,5842,6374,58,65,71,78
Hospitalist,Department Chair,Northeast,65,91,540264,600293,660322,720352,5246,5829,6412,6995,66,74,81,89
Hospitalist,Department Chair,North Central,41,147,479673,532970,586267,639565,5873,6527,7179,7832,68,76,83,91
Hospitalist,Department Chair,South,41,25,489772,544191,598610,653029,5584,6205,6825,7446,62,69,75,83
Hospitalist,Department Chair,West,63,153,555411,617124,678836,740549,6234,6928,7620,8313,63,71,77,85
Hospitalist,Chief of Surgery,National,45,149,522952,581058,639164,697270,5868,6520,7172,7824,56,63,68,75
Hospitalist,Chief of Surgery,Northeast,45,77,559559,621732,683905,746079,5183,5760,6336,6911,62,70,76,84
Hospitalist,Chief of Surgery,North Central,65,172,496805,552005,607206,662406,5130,5701,6271,6841,61,68,74,82
Hospitalist,Chief of Surgery,South,64,157,507264,563626,619989,676352,6413,7127,7839,8552,69,77,84,92
Hospitalist,Chief of Surgery,West,67,167,575247,639164,703080,766997,6063,6737,7411,8085,69,78,85,93
Infectious Disease,Staff Physician,National,102,1200,549875,610973,672070,733167,3170,3523,3875,4227,61,68,74,81
Infectious Disease,Staff Physician,Northeast,110,981,588366,653741,719114,784488,3170,3523,3875,4227,61,68,74,81
Infectious Disease,Staff Physician,North Central,144,440,522381,580424,638466,696508,3170,3523,3875,4227,61,68,74,81
Infectious Disease,Staff Physician,South,79,114,533378,592643,651907,711171,3170,3523,3875,4227,61,68,74,81
Infectious Disease,Staff Physician,West,77,1013,604862,672070,739277,806483,3170,3523,3875,4227,61,68,74,81
Infectious Disease,Program Director,National,39,172,648852,720948,793042,865137,2693,2993,3292,3591,74,83,90,99
Infectious Disease,Program Director,Northeast,46,65,694272,771414,848555,925696,2581,2869,3156,3442,83,93,101,111
Infectious Disease,Program Director,North Central,51,150,616409,684900,753390,821880,2017,2242,2466,2690,76,85,92,101
Infectious Disease,Program Director,South,31,180,629386,699319,769251,839182,2534,2816,3098,3379,84,94,103,112
Infectious Disease,Program Director,West,53,171,713737,793042,872346,951650,2632,2925,3217,3509,75,84,91,100
Infectious Disease,Division Chief,National,46,190,703840,782045,860249,938453,1977,2197,2417,2636,78,87,94,103
Infectious Disease,Division Chief,Northeast,42,87,753108,836788,920467,1004145,2018,2243,2467,2691,80,89,97,106
Infectious Disease,Division Chief,North Central,59,89,668648,742943,817237,891531,2600,2890,3179,3467,82,92,100,109
Infectious Disease,Division Chief,South,74,21,682724,758584,834442,910300,2331,2591,2850,3109,73,81,88,97
Infectious Disease,Division Chief,West,50,120,774224,860249,946274,1032299,2046,2274,2501,2728,80,89,97,106
Infectious Disease,Department Chair,National,72,115,769825,855362,940897,1026433,1908,2121,2333,2545,67,75,82,90
Infectious Disease,Department Chair,Northeast,51,138,823712,915237,1006760,1098284,2302,2558,2814,3070,76,85,92,101
Infectious Disease,Department Chair,North Central,37,105,731333,812594,893853,975112,2409,2677,2945,3212,70,78,85,93
Infectious Disease,Department Chair,South,34,126,746730,829701,912671,995640,2662,2959,3254,3550,85,95,103,113
Infectious Disease,Department Chair,West,52,153,846807,940898,1034987,1129077,2126,2363,2599,2835,69,76,83,91
Infectious Disease,Chief of Surgery,National,66,82,797318,885910,974501,1063092,2483,2760,3036,3312,69,77,84,92
Infectious Disease,Chief of Surgery,Northeast,74,36,853131,947924,1042716,1137508,2183,2426,2668,2910,75,83,91,99
Infectious Disease,Chief of Surgery,North Central,44,153,757452,841615,925776,1009937,2574,2860,3146,3432,77,86,94,102
Infectious Disease,Chief of Surgery,South,66,31,773399,859333,945266,1031199,2774,3083,3391,3699,67,75,82,90
Infectious Disease,Chief of Surgery,West,30,62,877050,974501,1071951,1169401,1994,2216,2438,2659,68,76,83,91
Internal Medicine,Staff Physician,National,97,1022,572676,636307,699937,763568,7278,8087,8895,9704,55,62,68,74
Internal Medicine,Staff Physician,Northeast,108,997,612763,680848,748932,817017,7278,8087,8895,9704,55,62,68,74
Internal Medicine,Staff Physician,North Central,83,695,544042,604491,664940,725389,7278,8087,8895,9704,55,62,68,74
Internal Medicine,Staff Physician,South,52,258,555495,617217,678938,740660,7278,8087,8895,9704,55,62,68,74
Internal Medicine,Staff Physician,West,135,568,629943,699937,769930,839924,7278,8087,8895,9704,55,62,68,74
Internal Medicine,Program Director,National,63,66,675757,750842,825925,901010,5961,6624,7286,7948,66,74,82,89
Internal Medicine,Program Director,Northeast,49,168,723060,803401,883740,964080,6430,7145,7859,8574,65,73,80,87
Internal Medicine,Program Director,North Central,58,27,641969,713300,784629,855959,6022,6692,7361,8030,75,85,93,102
Internal Medicine,Program Director,South,35,76,655484,728316,801147,873979,4628,5143,5657,6171,75,84,92,100
Internal Medicine,Program Director,West,69,53,743333,825926,908518,991111,6439,7155,7870,8586,62,70,77,84
Internal Medicine,Division Chief,National,31,142,733025,814472,895919,977367,5134,5705,6275,6845,76,86,95,103
Internal Medicine,Division Chief,Northeast,33,107,784337,871486,958633,1045782,6297,6997,7696,8396,75,84,92,101
Internal Medicine,Division Chief,North Central,45,156,696374,773749,851123,928498,4654,5172,5688,6206,73,82,90,98
Internal Medicine,Division Chief,South,43,106,711034,790038,869041,948046,4445,4939,5433,5927,75,85,93,102
Internal Medicine,Division Chief,West,38,97,806327,895920,985511,1075103,5552,6170,6786,7403,61,69,76,83
Internal Medicine,Department Chair,National,32,82,801746,890829,979911,1068995,6037,6708,7378,8049,72,81,89,97
Internal Medicine,Department Chair,Northeast,64,189,857868,953187,1048505,1143824,4621,5135,5648,6162,60,68,75,82
Internal Medicine,Department Chair,North Central,59,147,761659,846288,930916,1015545,4461,4957,5453,5949,71,80,87,95
Internal Medicine,Department Chair,South,45,91,777694,864104,950514,1036925,6075,6750,7424,8100,64,72,79,86
Internal Medicine,Department Chair,West,41,174,881921,979912,1077902,1175894,6313,7014,7715,8417,64,72,79,86
Internal Medicine,Chief of Surgery,National,35,39,830380,922645,1014908,1107173,5622,6247,6871,7496,70,79,87,95
Internal Medicine,Chief of Surgery,Northeast,78,55,888506,987230,1085952,1184675,6008,6676,7343,8011,76,86,94,103
Internal Medicine,Chief of Surgery,North Central,72,157,788861,876512,964163,1051814,6054,6727,7399,8072,61,69,76,82
Internal Medicine,Chief of Surgery,South,43,155,805468,894965,984461,1073958,5265,5850,6434,7020,75,84,92,101
Internal Medicine,Chief of Surgery,West,71,113,913418,1014909,1116399,1217890,4504,5005,5505,6006,62,70,77,84
Neonatal-Perinatal Medicine,Staff Physician,National,128,1442,331766,368629,405491,442354,4446,4941,5435,5929,65,73,80,87
Neonatal-Perinatal Medicine,Staff Physician,Northeast,52,1035,354989,394433,433875,473318,4446,4941,5435,5929,65,73,80,87
Neonatal-Perinatal Medicine,Staff Physician,North Central,139,636,315177,350197,385216,420236,4446,4941,5435,5929,65,73,80,87
Neonatal-Perinatal Medicine,Staff Physician,South,142,1195,321813,357570,393326,429083,4446,4941,5435,5929,65,73,80,87
Neonatal-Perinatal Medicine,Staff Physician,West,53,1048,364942,405491,446040,486589,4446,4941,5435,5929,65,73,80,87
Neonatal-Perinatal Medicine,Program Director,National,77,103,391483,434982,478479,521977,3156,3507,3858,4208,77,87,95,104
Neonatal-Perinatal Medicine,Program Director,Northeast,55,50,418887,465430,511972,558516,3607,4009,4409,4810,75,84,92,100
Neonatal-Perinatal Medicine,Program Director,North Central,78,66,371909,413233,454555,495878,3768,4188,4607,5025,75,84,92,100
Neonatal-Perinatal Medicine,Program Director,South,66,154,379739,421932,464124,506318,3269,3633,3996,4360,81,91,99,108
Neonatal-Perinatal Medicine,Program Director,West,51,154,430632,478480,526327,574175,3631,4036,4439,4843,86,97,106,116
Neonatal-Perinatal Medicine,Division Chief,National,75,60,424660,471845,519028,566213,3647,4054,4459,4864,74,84,92,100
Neonatal-Perinatal Medicine,Division Chief,Northeast,32,121,454386,504874,555360,605848,3453,3837,4221,4605,79,89,97,106
Neonatal-Perinatal Medicine,Division Chief,North Central,59,98,403427,448252,493077,537902,3573,3971,4368,4765,89,100,109,119
Neonatal-Perinatal Medicine,Division Chief,South,76,129,411920,457689,503457,549226,3607,4008,4409,4810,74,83,91,99
Neonatal-Perinatal Medicine,Division Chief,West,58,78,467126,519029,570931,622834,3180,3534,3888,4241,83,94,103,112
Neonatal-Perinatal Medicine,Department Chair,National,65,144,464472,516080,567687,619295,3566,3964,4360,4756,75,85,93,101
Neonatal-Perinatal Medicine,Department Chair,Northeast,62,134,496985,552206,607425,662646,2791,3102,3412,3722,74,83,91,99
Neonatal-Perinatal Medicine,Department Chair,North Central,48,41,441248,490276,539303,588330,3554,3950,4345,4740,80,90,98,107
Neonatal-Perinatal Medicine,Department Chair,South,39,181,450538,500598,550656,600716,2927,3253,3579,3904,82,92,101,110
Neonatal-Perinatal Medicine,Department Chair,West,61,181,510919,567688,624456,681225,2773,3081,3390,3698,83,93,102,111
Neonatal-Perinatal Medicine,Chief of Surgery,National,46,123,481060,534512,587961,641413,2918,3243,3567,3891,83,93,102,111
Neonatal-Perinatal Medicine,Chief of Surgery,Northeast,33,142,514734,571927,629119,686312,3581,3980,4378,4776,90,101,111,121
Neonatal-Perinatal Medicine,Chief of Surgery,North Central,39,186,457007,507786,558563,609342,3539,3933,4327,4720,82,92,101,110
Neonatal-Perinatal Medicine,Chief of Surgery,South,43,79,466628,518476,570323,622170,2900,3223,3545,3868,82,92,101,109
Neonatal-Perinatal Medicine,Chief of Surgery,West,37,112,529166,587963,646758,705554,2893,3216,3537,3859,87,97,107,116
Nephrology,Staff Physician,National,137,829,498730,554145,609559,664974,6493,7215,7936,8658,49,55,60,66
Nephrology,Staff Physician,Northeast,86,1142,533641,592935,652228,711522,6493,7215,7936,8658,49,55,60,66
Nephrology,Staff Physician,North Central,79,343,473793,526437,579081,631725,6493,7215,7936,8658,49,55,60,66
Nephrology,Staff Physician,South,147,1309,483768,537520,591272,645024,6493,7215,7936,8658,49,55,60,66
Nephrology,Staff Physician,West,127,653,548603,609559,670514,731471,6493,7215,7936,8658,49,55,60,66
Nephrology,Program Director,National,53,49,588501,653891,719279,784669,4924,5471,6018,6566,63,71,77,85
Nephrology,Program Director,Northeast,47,115,629696,699663,769629,839596,4576,5085,5593,6102,65,73,80,88
Nephrology,Program Director,North Central,68,133,559076,621196,683315,745435,4519,5021,5523,6025,55,61,67,74
Nephrology,Program Director,South,77,152,570846,634274,697701,761129,3937,4374,4811,5249,60,68,74,82
Nephrology,Program Director,West,38,67,647351,719280,791207,863136,4206,4674,5141,5608,62,69,76,83
Nephrology,Division Chief,National,66,60,638374,709305,780235,851166,4962,5513,6064,6616,64,72,78,86
Nephrology,Division Chief,Northeast,56,182,683060,758956,834852,910748,4874,5416,5957,6499,65,73,79,87
Nephrology,Division Chief,North Central,58,35,606455,673840,741223,808608,4114,4572,5029,5486,66,74,80,89
Nephrology,Division Chief,South,44,175,619223,688026,756828,825631,4825,5361,5897,6434,68,76,83,91
Nephrology,Division Chief,West,56,184,702211,780236,858259,936283,4360,4845,5329,5814,60,68,74,81
Nephrology,Department Chair,National,40,157,698222,775803,853382,930963,5099,5666,6232,6799,55,62,67,74
Nephrology,Department Chair,Northeast,52,140,747097,830109,913119,996131,5230,5811,6392,6974,58,65,71,78
Nephrology,Department Chair,North Central,78,198,663310,737012,810713,884415,3968,4409,4850,5291,65,73,80,88
Nephrology,Department Chair,South,44,147,677275,752528,827781,903034,4315,4795,5274,5754,57,64,70,77
Nephrology,Department Chair,West,67,191,768044,853383,938720,1024059,4485,4984,5482,5980,55,62,68,75
Nephrology,Chief of Surgery,National,47,188,723158,803510,883860,964212,4688,5209,5730,6251,57,64,69,76
Nephrology,Chief of Surgery,Northeast,41,76,773779,859755,945730,1031707,5198,5776,6353,6931,65,73,80,88
Nephrology,Chief of Surgery,North Central,68,59,687000,763334,839667,916001,4993,5548,6103,6658,61,69,75,82
Nephrology,Chief of Surgery,South,64,193,701463,779404,857344,935285,4575,5084,5592,6101,61,69,75,83
Nephrology,Chief of Surgery,West,71,169,795474,883861,972246,1060633,5681,6312,6943,7575,55,62,68,75
Neurology,Staff Physician,National,63,568,514521,571691,628860,686029,2217,2464,2710,2956,84,94,103,112
Neurology,Staff Physician,Northeast,83,531,550537,611709,672880,734051,2217,2464,2710,2956,84,94,103,112
Neurology,Staff Physician,North Central,60,380,488794,543106,597417,651727,2217,2464,2710,2956,84,94,103,112
